主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
職業安全衛生署,20211108,20210804,勞職授字第1100203391號,雅蓮碧國際股份有限公司,職業安全衛生設施規則第188條第1項暨職業安全衛生法第6條第1項,對於存有易燃液體之蒸氣，致有引起爆炸、火災之虞之工作場所，未設置去除靜電等必要設施，致發生職業安全衛生法第37條第2項之職業災害。,,
勞動部勞工保險局,20220610,20220427,保退一字第11169911045號,雅蓮碧國際股份有限公司林室融,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,131061,
勞動部勞工保險局,20220810,20220627,保退一字第11169911065號,雅蓮碧國際股份有限公司林室融,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,193250,
勞動部勞工保險局,20221011,20220824,保退一字第11169911085號,雅蓮碧國際股份有限公司林室融,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,25084,
勞動部勞工保險局,20220411,20220210,保退三字第11110013472號,雅蓮碧國際股份有限公司林室融,勞工退休金條例第15條第2項,雇主未依規定覈實申報調整勞工退休金提繳工資。,5000,
職業安全衛生署,20211108,20210804,勞職授字第1100203391號,雅蓮碧國際股份有限公司,職業安全衛生設施規則第188條第1項暨職業安全衛生法第6條第1項,對於存有易燃液體之蒸氣，致有引起爆炸、火災之虞之工作場所，未設置去除靜電等必要設施，致發生職業安全衛生法第37條第2項之職業災害。,,
勞動部勞工保險局,20220610,20220427,保退一字第11169911045號,雅蓮碧國際股份有限公司林室融,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,131061,
勞動部勞工保險局,20220810,20220627,保退一字第11169911065號,雅蓮碧國際股份有限公司林室融,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,193250,
勞動部勞工保險局,20221011,20220824,保退一字第11169911085號,雅蓮碧國際股份有限公司林室融,勞工退休金條例第19條第1項,雇主未按時繳納勞工退休金致加徵滯納金。,25084,
勞動部勞工保險局,20220411,20220210,保退三字第11110013472號,雅蓮碧國際股份有限公司林室融,勞工退休金條例第15條第2項,雇主未依規定覈實申報調整勞工退休金提繳工資。,5000,
