主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
職業安全衛生署,20151012,20150930,勞職授字第1040203175號,台灣玻璃工業股份有限公司,職業安全衛生設施規則第58條第5款暨職業安全衛生法第6條第1項,自動收片機未設置護圍或具有連鎖性能之安全門。,,
彰化縣,20161105,20160825,府勞動字第1050282656號,台灣玻璃工業股份有限公司,勞動基準法第32條第2項;勞動基準法第39條,延長工作時間超過法令規定。假日工資未給或於休假日工作未依規定加給工資。,,
桃園市,20160306,20160201,105年府勞條字1050017992號,台灣玻璃工業股份有限公司林伯豐,勞基法第24條,延長工作時間未依規定加給工資,,
職業安全衛生署,20160623,20160504,勞職授字第1050201400號,台灣玻璃工業股份有限公司,職業安全衛生法第27條第1項,與承攬人、四次承攬人同一時期、同一工作場所分別僱用勞工共同作業時，未有設置協議組織及使用移動式起重機之搭乘設備(吊籃)未經專業機構簽認且未有足夠強度，搭載人員從事作業，未實施連繫與調整。,,
職業安全衛生署,20160623,20160518,勞職授字第1050201700號,台灣玻璃工業股份有限公司,職業安全衛生設施規則第225條第1項暨職業安全衛生法第6條第1項,對於在高度2公尺以上從事濾網棉更換作業，勞工有遭受墜落危險之虞，未設施工架或其他方法設置工作台。,,
桃園市,20180110,20171113,府勞檢字第10602682891號,台灣玻璃工業股份有限公司林伯豐,職業安全衛生設施規則第228條暨職業安全衛生法第6條第1項;機械設備器具安全標準第76條暨職業安全衛生法第6條第1項;機械設備器具安全標準第80條暨職業安全衛生法第6條第1項,雇主對勞工於高差超過一、五公尺以上之場所作業時，應設置能使勞工安全上下之設備。;堆高機應於其左右各設一個方向指示器。但最高時速未達二十公里之堆高機，其操控方向盤之中心至堆高機最外側未達六十五公分，且機內無駕駛座者，得免設方向指示器。;堆高機應設置後扶架。但堆高機已註明限使用於將桅桿後傾之際貨物掉落時無引起危害之虞者，不在此限。,,
職業安全衛生署,20171025,20170728,勞職授字第1060203273號,台灣玻璃工業股份有限公司,職業安全衛生教育訓練規則第14條第1項第6款暨職業安全衛生法第32條第1項,對使用起重機具從事吊掛作業人員，未使其接受特殊作業安全衛生教育訓練。,,
桃園市,20181011,20180820,府勞檢字第1070207698號,台灣玻璃工業股份有限公司林伯豐,職業安全衛生設施規則第175條第6款暨職業安全衛生法第6條第1項,雇主對於下列設備有因靜電引起爆炸或火災之虞者，應採取接地、使用除電劑、加濕、使用不致成為發火源之虞之除電裝置或其他去除靜電之裝置：一、…。六、其他有因靜電引起爆炸、火災之虞之化學設備或其附屬設備。,,
職業安全衛生署,20181009,20180612,勞職授字第1070203013號,台灣玻璃工業股份有限公司,職業安全衛生設施規則第287條暨職業安全衛生法第6條第1項,使勞工從事玻璃投料機出水管更換作業，該作業有使勞工暴露於高溫危害之虞，未使勞工使用防護衣等適當之防護具，致發生職業安全衛生法第37條第2項之職業災害。,,
職業安全衛生署,20180911,20180627,勞職授字第1070203354號,台灣玻璃工業股份有限公司,職業安全衛生設施規則第43條第1項、第45條暨職業安全衛生法第6條第1項,"對於機械之原動機、轉軸、齒輪、帶輪、飛輪、傳動輪、傳動帶等有危害勞工之虞之部分,未有護罩、護圍、套胴、跨橋等設備;輸送設備未設置緊急制動裝置。",,
