主管機關,公告日期,處分日期,處分字號,事業單位名稱或負責人,違法法規法條,違反法規內容,罰鍰金額,備註說明
台南市,20210709,20210527,南市勞安字第1100646122號,松暉營造股份有限公司邱政賢,職業安全衛生法第27條,共同作業時未有巡視工作場所紀錄，致承攬商違反職安法6條1。,,
台南市,20220311,20220214,南市勞安字第1110238518號,松暉營造股份有限公司邱政賢,職業安全衛生法第26條、第27條,事業單位以其事業之全部或一部分交付承攬時，應於事前告知該承攬人有關其事業工作環境、危害因素暨本法及有關安全衛生規定應採取之措施。事業單位與承攬人、再承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位應採取下列必要措施：五、其他為防止職業災害之必要事項。,,
國家科學及技術委員會南部科學園區,20230101,20220422,南環字第1110012301號,松暉營造股份有限公司邱政賢,營造安全衛生設施標準第19條第1項；職業安全衛生設施規則第35條,高度2公尺以上之建物周圍開口部分未設置護欄。進入車道出入口通行時，未設置扶手、踏板、梯等適當之通行設備。,,
國家科學及技術委員會南部科學園區,20230101,20220715,南環字第1110021311號,松暉營造股份有限公司邱政賢,職業安全衛生設施規則第228條；營造安全衛生設施標準第19條第1項；營造安全衛生設施標準第45條第1項第3款,北側B1外牆高度2公尺以上施工架無內側交叉拉桿。下沈式B1花園施工架高差超過1.5公尺以上，未設置上下之設備。下沈式B1花園施工架未與構造物妥實連接，未設置壁連座或斜撐。,,
國家科學及技術委員會南部科學園區,20230101,20220802,南環字第1110023110號,松暉營造股份有限公司邱政賢,職業安全衛生法第27條第1項第2、3款；營造安全衛生設施標準第19條第1項；職業安全衛生設施規則第36條第1項第4款；職業安全衛生設施規則第313條第1項,與宗展營造有限公司分別雇用勞工，共同作業時，工作場所負責人，未連繫防止墜落之必要安全措施，未落實工作場所之巡視，並停止有墜落危險之模板編拆作業。一樓機電開口，高差2公尺以上，未設置護欄、護蓋或安全網等防護。一樓至室下一樓樓梯未設置扶手。地下室有勞工作業，未設置照明設施。,,
國家科學及技術委員會南部科學園區,20230101,20220824,南環字第1110025639號,松暉營造股份有限公司邱政賢,營造安全衛生設施標準第21條第1項第2款；職業安全衛生設施規則第29條第1項第4款；營造安全衛生設施標準第19條第1項,地下室護蓋未能有效防止移動，護蓋下方為2公尺深筏基坑。1至2樓乙梯未設置適當的扶手。高度二公尺以上之1至2樓乙梯開口未設置護欄。,,
國家科學及技術委員會南部科學園區,20230101,20221011,南環字第1110030481號,松暉營造股份有限公司邱政賢,營造安全衛生設施標準第19條第1項；職業安全衛生設施規則第281條第1項,高度2公尺以上之2樓管道間開口未設置護欄；2樓樓板開口堆放拆除下來模板，該開口未設置護欄；3樓吊模開口未設置護欄。勞工坐在2公尺以上施工架未確實使用安全帶、安全帽。,,
國家科學及技術委員會南部科學園區,20240101,20230307,南環字第1120006397號,松暉營造股份有限公司邱政賢,營造安全衛生設施標準第19條第1項,對於高度2公尺以上之西側外牆施工架與5樓FLine施工架缺少交叉拉桿、3樓至5樓3Line樓板邊緣開口，未設置護欄、護蓋或安全網等防護設備。,,
國家科學及技術委員會南部科學園區,20240101,20231016,南環字第1120029845號,松暉營造股份有限公司邱政賢,營造安全衛生設施標準第45條第1項第1款；職業安全衛生設施規則第228條；營造安全衛生設施標準第59條第2項；職業安全衛生設施規則第281條第1項；職業安全衛生設施規則第90條,主結構屋頂外牆高度逾2公尺之施工架與構造物無連結且無設置斜撐，未設置上下設備。主結構屋頂外牆高度逾2公尺之施工架內側無交叉拉桿，且未設置水平構件。結構體外牆高度2公尺以上之高架作業，未使勞工確實使用安全帶等防護具。使用3噸以上移動式起重機進行吊掛作業，未設置防止吊舉物體脫落裝置。,,
職業安全衛生署,20230607,20230320,勞職授字第1120201406號,松暉營造股份有限公司邱政賢,職業安全衛生法第27條第1項第1、2、3、4款,事業單位與承攬人分別僱用勞工共同作業時，為防止職業災害，原事業單位應採取下列必要措施：一、設立協議組織，並指定工作場所負責人，擔任指揮、監督及協調之工作。二、工作之連繫與調整。三、工作場所之巡視。四、相關承攬事業間之安全衛生教育之指導及協助……。,,
國家科學及技術委員會中部科學園區,20240329,20240313,中環字1130005764號,松暉營造股份有限公司邱政賢,職業安全衛生法第6條第1項,雇主對下列事項應有符合規定之必要安全衛生設備及措施：……六、防止高壓氣體引起之危害、…等之虞之作業場所引起之危害。,,
